Timestamp: 7-3-2024 14:58:01, x: 0, y: 0, z: 0, rx: 0, ry: 0, rz: 0, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:01, x: 0,6656253, y: 1,224983, z: -0,4960583, rx: 63,0162, ry: 7,047327, rz: 347,1857, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6470838, y: 1,268047, z: -0,4993423, rx: 27,25474, ry: 10,29547, rz: 356,0157, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6434659, y: 1,26603, z: -0,5035236, rx: 26,76314, ry: 11,83572, rz: 355,6767, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6405485, y: 1,264825, z: -0,5078111, rx: 26,80401, ry: 13,02978, rz: 355,6552, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6375076, y: 1,262412, z: -0,5118785, rx: 26,5546, ry: 14,17226, rz: 355,4648, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6347631, y: 1,259704, z: -0,5151792, rx: 26,30387, ry: 15,03684, rz: 355,1739, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6321867, y: 1,257887, z: -0,5189732, rx: 25,54669, ry: 15,77096, rz: 355,2273, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6298277, y: 1,255733, z: -0,5223317, rx: 24,62971, ry: 16,36701, rz: 355,5077, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,628271, y: 1,253417, z: -0,5252832, rx: 23,72666, ry: 16,4237, rz: 355,6028, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,62701, y: 1,251334, z: -0,5276797, rx: 22,76016, ry: 16,22678, rz: 355,6931, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6292171, y: 1,249313, z: -0,5283074, rx: 21,5914, ry: 14,60492, rz: 355,9383, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6341429, y: 1,248088, z: -0,5292388, rx: 20,44975, ry: 11,29895, rz: 356,4281, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6318511, y: 1,245944, z: -0,5289115, rx: 18,88184, ry: 11,0226, rz: 357,908, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,631883, y: 1,244995, z: -0,5304145, rx: 18,70793, ry: 9,827412, rz: 358,3134, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6303941, y: 1,244733, z: -0,531554, rx: 19,09031, ry: 9,505361, rz: 358,1553, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6285896, y: 1,243805, z: -0,5322843, rx: 19,85145, ry: 9,69784, rz: 358,0104, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6248567, y: 1,245798, z: -0,5322238, rx: 21,99345, ry: 10,69517, rz: 357,0567, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6208546, y: 1,246467, z: -0,5309112, rx: 23,57173, ry: 11,95023, rz: 356,514, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,620098, y: 1,246785, z: -0,5312837, rx: 24,64046, ry: 12,0789, rz: 356,5993, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6207308, y: 1,245671, z: -0,5309553, rx: 24,78637, ry: 11,41117, rz: 356,6131, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,622209, y: 1,243324, z: -0,5308136, rx: 23,79277, ry: 10,152, rz: 356,6931, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6210774, y: 1,242414, z: -0,5303319, rx: 23,31549, ry: 9,850928, rz: 356,8444, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6186535, y: 1,24328, z: -0,5292057, rx: 23,68443, ry: 9,835276, rz: 356,5193, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,617284, y: 1,243603, z: -0,5287312, rx: 24,27326, ry: 9,705352, rz: 356,1273, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6168678, y: 1,242635, z: -0,5284815, rx: 24,49157, ry: 9,5781, rz: 355,8998, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6166039, y: 1,242329, z: -0,5272166, rx: 24,5738, ry: 9,676015, rz: 355,8859, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6162372, y: 1,242377, z: -0,5260861, rx: 24,68261, ry: 9,858197, rz: 356,217, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6156606, y: 1,242665, z: -0,5252279, rx: 25,03346, ry: 9,976578, rz: 356,6552, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6151934, y: 1,242795, z: -0,5244256, rx: 25,54814, ry: 9,933446, rz: 356,8181, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6147352, y: 1,242631, z: -0,5238603, rx: 25,93372, ry: 9,810751, rz: 356,9607, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6139705, y: 1,24188, z: -0,5230855, rx: 25,9839, ry: 9,733837, rz: 357,1592, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6134584, y: 1,242022, z: -0,5224643, rx: 26,2203, ry: 9,710255, rz: 357,6325, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6126051, y: 1,240606, z: -0,5219782, rx: 25,77285, ry: 9,819765, rz: 358,2364, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6124799, y: 1,242513, z: -0,5218791, rx: 26,17327, ry: 9,656512, rz: 359,1527, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6113037, y: 1,241752, z: -0,5205765, rx: 26,06783, ry: 9,815161, rz: 359,6746, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6106701, y: 1,241832, z: -0,5204224, rx: 25,96346, ry: 9,985832, rz: 0,1337676, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6103886, y: 1,242586, z: -0,5203412, rx: 26,06679, ry: 10,29356, rz: 0,979155, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6094782, y: 1,242709, z: -0,520131, rx: 25,75789, ry: 10,57535, rz: 1,606139, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6084668, y: 1,243354, z: -0,5194218, rx: 25,23826, ry: 11,08119, rz: 2,237855, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6082677, y: 1,241062, z: -0,5202596, rx: 24,36947, ry: 11,75639, rz: 3,232073, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6066681, y: 1,244707, z: -0,5214012, rx: 25,22225, ry: 12,38592, rz: 3,609616, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6062425, y: 1,243738, z: -0,5208381, rx: 24,36232, ry: 11,89613, rz: 3,734596, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6049477, y: 1,243986, z: -0,5216336, rx: 24,20562, ry: 11,34017, rz: 3,631026, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,603635, y: 1,243931, z: -0,521502, rx: 24,10801, ry: 10,54547, rz: 3,366303, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,602387, y: 1,243868, z: -0,520964, rx: 23,81645, ry: 9,531234, rz: 2,701634, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,602178, y: 1,244011, z: -0,5212311, rx: 23,6812, ry: 8,92176, rz: 2,33657, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6016021, y: 1,243951, z: -0,5206744, rx: 23,50148, ry: 8,867834, rz: 1,963287, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6014825, y: 1,244228, z: -0,5199519, rx: 23,02861, ry: 9,08303, rz: 1,924724, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6013293, y: 1,244567, z: -0,5194617, rx: 22,55674, ry: 9,470497, rz: 2,39172, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6020412, y: 1,243522, z: -0,5191579, rx: 21,63912, ry: 9,849361, rz: 2,532633, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,5990397, y: 1,242888, z: -0,5152364, rx: 20,26077, ry: 10,37416, rz: 0,9261004, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,602309, y: 1,247894, z: -0,5191767, rx: 23,02606, ry: 10,99066, rz: 3,707608, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6009732, y: 1,246233, z: -0,5189056, rx: 21,49649, ry: 11,30603, rz: 3,527746, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6029618, y: 1,247091, z: -0,5201698, rx: 21,18585, ry: 10,62609, rz: 2,5956, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6006712, y: 1,245109, z: -0,5181014, rx: 21,76527, ry: 12,14561, rz: 4,245185, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,601534, y: 1,245038, z: -0,5189755, rx: 21,19113, ry: 11,61778, rz: 3,515723, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6006697, y: 1,245513, z: -0,5203444, rx: 21,83829, ry: 11,78588, rz: 3,731005, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:02, x: 0,6004254, y: 1,245524, z: -0,5201124, rx: 21,58792, ry: 11,73092, rz: 3,624722, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,5999581, y: 1,246161, z: -0,5205027, rx: 21,88892, ry: 11,57951, rz: 3,609646, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,5997561, y: 1,245746, z: -0,5203567, rx: 21,9518, ry: 11,26573, rz: 3,463834, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,5998357, y: 1,24585, z: -0,5207369, rx: 22,03129, ry: 11,04341, rz: 3,188833, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,600057, y: 1,246614, z: -0,5210507, rx: 22,21526, ry: 10,74957, rz: 3,044372, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,600502, y: 1,247118, z: -0,5205855, rx: 22,07154, ry: 10,38483, rz: 3,2546, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6008211, y: 1,247365, z: -0,5201936, rx: 21,952, ry: 10,09155, rz: 3,181021, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6012465, y: 1,247556, z: -0,5200821, rx: 21,77138, ry: 9,667924, rz: 3,099532, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6015142, y: 1,247979, z: -0,5202792, rx: 21,78644, ry: 9,216183, rz: 2,762635, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6023216, y: 1,247937, z: -0,520436, rx: 21,71039, ry: 8,766119, rz: 2,428653, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6028525, y: 1,247927, z: -0,5207486, rx: 21,65602, ry: 8,672186, rz: 2,225035, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6032399, y: 1,248125, z: -0,5210776, rx: 21,83202, ry: 8,85955, rz: 1,855946, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6034465, y: 1,248498, z: -0,5211618, rx: 21,79604, ry: 9,127536, rz: 1,695872, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6043661, y: 1,249265, z: -0,5216173, rx: 21,95182, ry: 9,402816, rz: 1,877032, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,604894, y: 1,249161, z: -0,5218978, rx: 21,84305, ry: 9,934196, rz: 2,193365, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6052952, y: 1,249209, z: -0,5222898, rx: 21,77942, ry: 10,23877, rz: 2,417102, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6055788, y: 1,249653, z: -0,5227473, rx: 21,72142, ry: 10,37817, rz: 2,48175, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6058795, y: 1,250193, z: -0,5232074, rx: 21,76166, ry: 10,34321, rz: 2,37646, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6062719, y: 1,250389, z: -0,5235572, rx: 21,68817, ry: 10,23192, rz: 2,33483, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6064262, y: 1,250836, z: -0,5242003, rx: 21,72876, ry: 9,998089, rz: 2,241204, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6068026, y: 1,250962, z: -0,524631, rx: 21,6711, ry: 9,869525, rz: 2,141389, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6071028, y: 1,251017, z: -0,5251197, rx: 21,61528, ry: 9,745881, rz: 2,077655, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6076598, y: 1,251416, z: -0,5252463, rx: 21,48857, ry: 9,762109, rz: 2,107121, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6081834, y: 1,251402, z: -0,5256397, rx: 21,43969, ry: 9,874442, rz: 2,160307, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6090034, y: 1,251369, z: -0,5260397, rx: 21,40982, ry: 9,899197, rz: 2,12852, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6117674, y: 1,245458, z: -0,520646, rx: 21,91017, ry: 10,12286, rz: 1,894806, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6076422, y: 1,249451, z: -0,5245617, rx: 21,60076, ry: 11,26026, rz: 1,74391, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6114526, y: 1,25334, z: -0,5298874, rx: 22,01567, ry: 10,2373, rz: 1,239189, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6123858, y: 1,253997, z: -0,5296311, rx: 22,50741, ry: 9,779773, rz: 0,8942207, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6133448, y: 1,250606, z: -0,5276384, rx: 22,98175, ry: 10,0526, rz: 1,147164, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6127984, y: 1,248126, z: -0,5256417, rx: 22,83173, ry: 10,34205, rz: 0,838235, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6127936, y: 1,247472, z: -0,5278124, rx: 22,28256, ry: 10,43404, rz: 0,4601922, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6129748, y: 1,248871, z: -0,5292429, rx: 22,5645, ry: 10,14303, rz: 0,1232583, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6140085, y: 1,248883, z: -0,530197, rx: 22,4452, ry: 9,828818, rz: 359,8913, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6156154, y: 1,24908, z: -0,5307751, rx: 22,82931, ry: 9,473578, rz: 0,2340323, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6152425, y: 1,248948, z: -0,5298542, rx: 22,97078, ry: 9,734161, rz: 0,2067716, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6156334, y: 1,248929, z: -0,5303625, rx: 22,95454, ry: 9,65138, rz: 0,4632363, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6163144, y: 1,248483, z: -0,5308626, rx: 22,90976, ry: 9,772539, rz: 0,6853476, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,615911, y: 1,249052, z: -0,5315183, rx: 22,97177, ry: 10,11175, rz: 0,9694571, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6158475, y: 1,249464, z: -0,5320672, rx: 22,97217, ry: 10,53762, rz: 1,336412, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6153663, y: 1,250076, z: -0,5320537, rx: 22,90215, ry: 10,99666, rz: 1,838499, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6152984, y: 1,250417, z: -0,5324198, rx: 22,62208, ry: 11,23564, rz: 2,483614, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,614847, y: 1,250379, z: -0,5329567, rx: 22,37463, ry: 11,25219, rz: 2,921269, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6140643, y: 1,251106, z: -0,5333742, rx: 22,39597, ry: 11,17758, rz: 2,914911, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,613584, y: 1,251023, z: -0,533708, rx: 22,22222, ry: 10,9826, rz: 2,90598, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6132574, y: 1,250884, z: -0,534373, rx: 22,24848, ry: 10,68081, rz: 2,681583, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6127262, y: 1,251126, z: -0,5350437, rx: 22,42458, ry: 10,69727, rz: 2,199559, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6129595, y: 1,251386, z: -0,5357027, rx: 22,59989, ry: 10,74106, rz: 1,898206, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6134896, y: 1,251885, z: -0,5362653, rx: 22,65068, ry: 10,94059, rz: 1,875241, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6138567, y: 1,252542, z: -0,5367936, rx: 22,5984, ry: 11,19861, rz: 1,894976, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6145338, y: 1,253409, z: -0,5366828, rx: 22,57873, ry: 11,49901, rz: 2,256758, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,61452, y: 1,253157, z: -0,5368109, rx: 22,32968, ry: 11,82438, rz: 2,375144, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6147248, y: 1,253917, z: -0,537457, rx: 22,36757, ry: 11,75621, rz: 2,218732, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6147942, y: 1,254552, z: -0,5371819, rx: 22,04219, ry: 11,88163, rz: 2,187488, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6149253, y: 1,255243, z: -0,5373082, rx: 21,66421, ry: 11,88372, rz: 2,199514, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6145709, y: 1,256223, z: -0,535814, rx: 21,24227, ry: 11,96812, rz: 2,350768, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6150848, y: 1,257688, z: -0,5376878, rx: 20,55493, ry: 12,05347, rz: 2,756133, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6142896, y: 1,258988, z: -0,5378596, rx: 20,11241, ry: 12,0488, rz: 2,946568, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6139619, y: 1,260262, z: -0,5384944, rx: 19,58698, ry: 11,92556, rz: 3,526676, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6129553, y: 1,263391, z: -0,5413585, rx: 19,41443, ry: 11,85018, rz: 3,531386, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6124272, y: 1,262384, z: -0,5409234, rx: 18,78727, ry: 12,31845, rz: 3,275114, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6098142, y: 1,263951, z: -0,5415201, rx: 18,39935, ry: 12,66321, rz: 2,517561, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6102635, y: 1,26605, z: -0,5436866, rx: 17,90028, ry: 13,07618, rz: 3,150712, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6094983, y: 1,268049, z: -0,5441231, rx: 16,6767, ry: 13,56444, rz: 3,322429, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,608579, y: 1,27092, z: -0,5459054, rx: 15,622, ry: 13,85059, rz: 3,537324, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6078591, y: 1,272504, z: -0,5469767, rx: 14,09176, ry: 13,9115, rz: 3,440578, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6065713, y: 1,276088, z: -0,5494453, rx: 13,43788, ry: 14,22246, rz: 3,518881, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6057105, y: 1,278817, z: -0,5511695, rx: 12,48374, ry: 14,41641, rz: 3,678245, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 14:58:03, x: 0,6047344, y: 1,281452, z: -0,5532154, rx: 11,35215, ry: 14,68219, rz: 3,760643, instruction ID: 0, Game state: waiting for user to recenter
