Timestamp: 7-3-2024 13:43:00, x: 0, y: 0, z: 0, rx: 0, ry: 0, rz: 0, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,538741, y: 0,8860623, z: 0,1351745, rx: 33,59907, ry: 182,789, rz: 167,9296, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5313025, y: 0,8850518, z: 0,1359867, rx: 34,98014, ry: 180,3126, rz: 171,5401, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5308082, y: 0,8849415, z: 0,135768, rx: 35,12795, ry: 180,4952, rz: 172,1121, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5305454, y: 0,8848506, z: 0,1357612, rx: 35,22081, ry: 180,2236, rz: 172,312, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5304902, y: 0,8848243, z: 0,1357516, rx: 35,38891, ry: 179,8542, rz: 172,5097, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5303702, y: 0,884759, z: 0,135624, rx: 35,55267, ry: 179,7743, rz: 172,7748, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5307359, y: 0,8849403, z: 0,1353503, rx: 35,51818, ry: 179,7951, rz: 172,0268, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5308145, y: 0,8850494, z: 0,1351671, rx: 35,5611, ry: 179,9871, rz: 172,0525, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5308008, y: 0,8849953, z: 0,1352165, rx: 35,46991, ry: 179,938, rz: 172,1262, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5309845, y: 0,8851808, z: 0,1350824, rx: 35,65732, ry: 179,7759, rz: 171,7443, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5312213, y: 0,8853493, z: 0,1347298, rx: 35,88189, ry: 179,819, rz: 171,5259, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5319934, y: 0,8859142, z: 0,133937, rx: 36,01329, ry: 179,9131, rz: 170,9882, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5330468, y: 0,8866677, z: 0,1330355, rx: 36,24145, ry: 179,8198, rz: 170,0537, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5343859, y: 0,8876051, z: 0,1317616, rx: 36,84417, ry: 179,5339, rz: 168,6721, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5357229, y: 0,8884373, z: 0,1308541, rx: 37,28681, ry: 179,1881, rz: 167,2261, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5366451, y: 0,8895565, z: 0,129192, rx: 38,11908, ry: 178,549, rz: 165,5139, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5380109, y: 0,8906205, z: 0,1280715, rx: 38,852, ry: 178,1206, rz: 163,559, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5388561, y: 0,8921127, z: 0,1261835, rx: 39,87812, ry: 177,4328, rz: 161,5259, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5400068, y: 0,8934632, z: 0,1244799, rx: 40,71248, ry: 176,5065, rz: 159,0978, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5415124, y: 0,8955305, z: 0,1228876, rx: 41,49458, ry: 175,6527, rz: 156,9744, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5424657, y: 0,8990159, z: 0,1193539, rx: 42,34721, ry: 174,892, rz: 155,3962, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5452748, y: 0,901341, z: 0,1170902, rx: 42,91814, ry: 174,0154, rz: 153,2422, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5470983, y: 0,9056216, z: 0,1137992, rx: 43,84785, ry: 173,634, rz: 151,7743, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5497872, y: 0,9093236, z: 0,1112867, rx: 44,4257, ry: 172,6579, rz: 149,6709, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5529684, y: 0,9138787, z: 0,1076728, rx: 45,24098, ry: 171,5049, rz: 147,5163, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5563827, y: 0,9188864, z: 0,1038238, rx: 46,00973, ry: 170,3149, rz: 145,2843, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:01, x: -0,5596725, y: 0,9240208, z: 0,09992027, rx: 46,78591, ry: 169,3545, rz: 143,175, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,5628849, y: 0,9298329, z: 0,09518968, rx: 48,05412, ry: 168,0977, rz: 140,8796, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,5664166, y: 0,935595, z: 0,09036173, rx: 49,32938, ry: 166,5729, rz: 138,4499, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,570404, y: 0,9419534, z: 0,0844628, rx: 50,58979, ry: 164,7835, rz: 136,1002, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,5748573, y: 0,9483789, z: 0,07802964, rx: 52,12914, ry: 162,7522, rz: 133,4691, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,5789822, y: 0,9550518, z: 0,07199845, rx: 53,80463, ry: 160,622, rz: 130,4603, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,5829232, y: 0,9615054, z: 0,06576154, rx: 55,56408, ry: 157,8528, rz: 126,9344, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,5872632, y: 0,9678329, z: 0,05897868, rx: 57,25093, ry: 154,167, rz: 122,7636, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,591497, y: 0,9745288, z: 0,05192833, rx: 58,63968, ry: 150,5085, rz: 119,0512, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,5953748, y: 0,9814041, z: 0,04458763, rx: 60,22872, ry: 146,4721, rz: 114,8783, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,5990067, y: 0,9885744, z: 0,03687508, rx: 61,95445, ry: 142,0672, rz: 110,2628, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6028174, y: 0,995519, z: 0,02922298, rx: 63,35086, ry: 137,2546, rz: 104,9832, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6068467, y: 1,002226, z: 0,02098753, rx: 64,2961, ry: 131,9826, rz: 99,3166, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6106619, y: 1,008652, z: 0,01298606, rx: 64,96806, ry: 126,151, rz: 93,01098, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6141913, y: 1,015274, z: 0,004744068, rx: 65,587, ry: 120,2692, rz: 86,73654, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6176133, y: 1,021722, z: -0,003559647, rx: 65,90798, ry: 114,403, rz: 80,5069, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6208051, y: 1,028092, z: -0,01211105, rx: 66,03902, ry: 108,0559, rz: 73,89417, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6236467, y: 1,034548, z: -0,0201731, rx: 65,87819, ry: 101,9518, rz: 67,43633, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6264807, y: 1,040771, z: -0,02865525, rx: 65,33139, ry: 95,86171, rz: 61,02029, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6293612, y: 1,046476, z: -0,03724462, rx: 64,28559, ry: 90,29126, rz: 55,03819, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6322954, y: 1,052693, z: -0,04601932, rx: 63,21216, ry: 85,70329, rz: 49,71376, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6355873, y: 1,058229, z: -0,05503276, rx: 61,82894, ry: 81,3754, rz: 44,27668, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6382573, y: 1,063612, z: -0,06384094, rx: 60,12626, ry: 77,40023, rz: 38,64114, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6393327, y: 1,069012, z: -0,07284497, rx: 58,14371, ry: 73,96516, rz: 33,45376, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6400036, y: 1,074276, z: -0,08104476, rx: 55,89841, ry: 71,13616, rz: 28,79844, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6407315, y: 1,078179, z: -0,0888207, rx: 52,5872, ry: 68,05555, rz: 23,70017, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6414793, y: 1,084732, z: -0,09832725, rx: 50,60028, ry: 65,86127, rz: 20,52439, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6418899, y: 1,089363, z: -0,1070573, rx: 47,81638, ry: 63,61373, rz: 17,52775, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6417527, y: 1,094475, z: -0,1162994, rx: 44,66252, ry: 61,50225, rz: 15,04503, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6416792, y: 1,100838, z: -0,1256225, rx: 41,65028, ry: 59,63052, rz: 12,95632, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6426085, y: 1,106174, z: -0,134705, rx: 38,68959, ry: 59,00129, rz: 11,4127, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,643727, y: 1,111323, z: -0,1425444, rx: 36,27988, ry: 59,68734, rz: 10,42049, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6438783, y: 1,114794, z: -0,1526575, rx: 32,26145, ry: 59,3379, rz: 8,342958, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6439894, y: 1,120651, z: -0,1630974, rx: 29,1775, ry: 58,64317, rz: 6,534533, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6443818, y: 1,126197, z: -0,1743948, rx: 26,70228, ry: 57,78363, rz: 5,042106, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6455276, y: 1,131653, z: -0,1854975, rx: 24,54808, ry: 57,4555, rz: 3,463332, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6472546, y: 1,13569, z: -0,1953349, rx: 21,55909, ry: 57,90871, rz: 1,755279, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,649369, y: 1,14105, z: -0,2056281, rx: 19,3052, ry: 58,80733, rz: 0,4946854, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6512042, y: 1,145715, z: -0,2159245, rx: 16,97373, ry: 59,80748, rz: 359,5392, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,652851, y: 1,1503, z: -0,2265243, rx: 14,52808, ry: 60,4978, rz: 358,7974, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6546501, y: 1,154628, z: -0,2371387, rx: 12,29176, ry: 61,09709, rz: 358,1182, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6560721, y: 1,158934, z: -0,2464349, rx: 10,43504, ry: 61,88529, rz: 357,6194, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6577736, y: 1,163009, z: -0,2561095, rx: 8,6738, ry: 62,54059, rz: 357,0836, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6597821, y: 1,167286, z: -0,2646126, rx: 7,214878, ry: 63,43047, rz: 356,68, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6616284, y: 1,171222, z: -0,2729595, rx: 5,771826, ry: 64,32667, rz: 356,5002, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6634739, y: 1,174717, z: -0,280712, rx: 4,369191, ry: 65,32468, rz: 356,2842, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6653252, y: 1,177908, z: -0,2879316, rx: 3,267598, ry: 66,32516, rz: 356,1293, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6669989, y: 1,181028, z: -0,2946674, rx: 2,271229, ry: 67,21721, rz: 355,9789, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6686749, y: 1,183706, z: -0,3011374, rx: 1,213557, ry: 68,01118, rz: 355,7943, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6702526, y: 1,18561, z: -0,3066876, rx: 0,2342943, ry: 68,81788, rz: 355,5479, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6718628, y: 1,187658, z: -0,3118067, rx: 359,3795, ry: 69,66596, rz: 355,2879, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6733316, y: 1,18918, z: -0,3164431, rx: 358,5685, ry: 70,57349, rz: 355,1395, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6751656, y: 1,191006, z: -0,3208541, rx: 357,7192, ry: 71,39162, rz: 355,0087, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6766749, y: 1,191967, z: -0,3247644, rx: 356,8133, ry: 72,26784, rz: 355,0463, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,678304, y: 1,192759, z: -0,3281002, rx: 356,1359, ry: 73,12332, rz: 355,0442, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6795909, y: 1,192959, z: -0,3311727, rx: 355,4009, ry: 73,95838, rz: 354,9867, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6809391, y: 1,192948, z: -0,3338731, rx: 354,8098, ry: 74,75001, rz: 354,851, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6820402, y: 1,192357, z: -0,3363203, rx: 354,1888, ry: 75,48047, rz: 354,6971, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6832492, y: 1,191602, z: -0,3383722, rx: 353,691, ry: 76,13259, rz: 354,5333, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6843066, y: 1,190671, z: -0,3404713, rx: 353,0891, ry: 76,59201, rz: 354,5505, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6850706, y: 1,189021, z: -0,342171, rx: 352,5074, ry: 77,17953, rz: 354,6819, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6860557, y: 1,187451, z: -0,3433079, rx: 352,1887, ry: 77,85649, rz: 354,7927, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6870918, y: 1,186014, z: -0,3445475, rx: 351,8156, ry: 78,50536, rz: 354,9975, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6878553, y: 1,183835, z: -0,3458317, rx: 351,3805, ry: 79,16985, rz: 355,1837, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6885508, y: 1,181957, z: -0,3468838, rx: 351,1755, ry: 79,74276, rz: 355,1799, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6890431, y: 1,180647, z: -0,3480709, rx: 351,3901, ry: 79,9783, rz: 355,2953, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6893916, y: 1,179617, z: -0,3488586, rx: 352,4786, ry: 80,09641, rz: 355,6868, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6902074, y: 1,177248, z: -0,348546, rx: 353,0064, ry: 80,63721, rz: 355,2996, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6895303, y: 1,177667, z: -0,3477238, rx: 352,7539, ry: 81,14939, rz: 354,3947, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,689323, y: 1,179807, z: -0,3466986, rx: 352,0364, ry: 81,18462, rz: 353,3785, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,689456, y: 1,178377, z: -0,3473303, rx: 351,6322, ry: 80,85995, rz: 353,6882, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,689721, y: 1,180868, z: -0,3470913, rx: 351,9849, ry: 80,88414, rz: 354,1985, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:02, x: -0,6900598, y: 1,18041, z: -0,3462905, rx: 352,0329, ry: 81,18803, rz: 354,2402, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6906039, y: 1,179935, z: -0,3467831, rx: 352,1275, ry: 81,18181, rz: 354,2823, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,690698, y: 1,179391, z: -0,3460269, rx: 351,8865, ry: 81,45449, rz: 353,7408, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6914768, y: 1,179046, z: -0,3460274, rx: 351,7651, ry: 81,71077, rz: 353,1421, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6918908, y: 1,178479, z: -0,3461648, rx: 351,6142, ry: 82,03667, rz: 352,5382, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6924772, y: 1,178085, z: -0,3461779, rx: 351,6854, ry: 82,48445, rz: 351,7664, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6932935, y: 1,177482, z: -0,3459269, rx: 351,8438, ry: 82,52238, rz: 351,118, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6939842, y: 1,177278, z: -0,3460299, rx: 351,8187, ry: 82,31415, rz: 350,6377, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6943694, y: 1,177412, z: -0,3463379, rx: 351,7426, ry: 81,99185, rz: 350,4933, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,694843, y: 1,177368, z: -0,3463948, rx: 351,6145, ry: 81,73067, rz: 350,3702, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6953098, y: 1,177333, z: -0,3463538, rx: 351,493, ry: 81,71699, rz: 350,2781, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6957896, y: 1,176956, z: -0,3460969, rx: 351,3167, ry: 82,00166, rz: 350,2623, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6963437, y: 1,176696, z: -0,3457257, rx: 351,3305, ry: 82,46159, rz: 350,127, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6967251, y: 1,176702, z: -0,345391, rx: 351,3703, ry: 82,97296, rz: 349,9909, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6967369, y: 1,17648, z: -0,3451014, rx: 351,2752, ry: 83,47636, rz: 349,8709, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6969801, y: 1,176486, z: -0,3448896, rx: 351,325, ry: 83,80943, rz: 349,7494, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6970004, y: 1,176098, z: -0,3445849, rx: 351,2629, ry: 84,14489, rz: 349,7032, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,697064, y: 1,176045, z: -0,3442561, rx: 351,3011, ry: 84,48315, rz: 349,6208, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6969101, y: 1,175727, z: -0,3439515, rx: 351,2119, ry: 84,82044, rz: 349,5542, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6970348, y: 1,175549, z: -0,3438478, rx: 351,199, ry: 85,09619, rz: 349,5158, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6971266, y: 1,175373, z: -0,3436319, rx: 351,0674, ry: 85,383, rz: 349,4772, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6970685, y: 1,175165, z: -0,3434642, rx: 350,987, ry: 85,75829, rz: 349,3911, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6969534, y: 1,174922, z: -0,3431925, rx: 350,9494, ry: 86,16323, rz: 349,2935, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:43:03, x: -0,6966484, y: 1,17452, z: -0,3428384, rx: 350,8708, ry: 86,55556, rz: 349,136, instruction ID: 0, Game state: waiting for user to recenter
