Timestamp: 7-3-2024 15:03:36, x: 0, y: 0, z: 0, rx: 0, ry: 0, rz: 0, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:37, x: 0,07978621, y: 1,289062, z: 0,2240368, rx: 64,29104, ry: 2,022016, rz: 351,8703, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,06289455, y: 1,262008, z: 0,15729, rx: 21,97953, ry: 6,472386, rz: 0,2023758, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,06180403, y: 1,261642, z: 0,1563881, rx: 21,64949, ry: 5,770699, rz: 359,5609, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,06125796, y: 1,261767, z: 0,1555795, rx: 21,7948, ry: 5,360317, rz: 359,5301, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,06079533, y: 1,262468, z: 0,1547381, rx: 21,82202, ry: 5,152805, rz: 359,2323, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,0612014, y: 1,262835, z: 0,1542683, rx: 21,9555, ry: 5,355743, rz: 359,471, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,05848366, y: 1,261193, z: 0,1547979, rx: 21,25784, ry: 5,819541, rz: 359,2869, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,0605192, y: 1,262857, z: 0,1541358, rx: 21,6626, ry: 6,105883, rz: 359,5625, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,06120788, y: 1,26404, z: 0,1538322, rx: 21,37647, ry: 6,512382, rz: 359,6901, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,06125057, y: 1,264793, z: 0,153489, rx: 20,91281, ry: 6,78991, rz: 359,8088, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,06133787, y: 1,265829, z: 0,153199, rx: 20,24119, ry: 7,214691, rz: 359,9307, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,06062093, y: 1,267637, z: 0,1530583, rx: 19,59268, ry: 7,732604, rz: 0,04158691, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,06122269, y: 1,268656, z: 0,1519427, rx: 18,86514, ry: 7,824309, rz: 0,5293494, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,06038953, y: 1,270291, z: 0,1515561, rx: 18,11476, ry: 8,106869, rz: 0,8139077, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,05927621, y: 1,271762, z: 0,1506091, rx: 17,4568, ry: 8,392231, rz: 1,008485, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,05854503, y: 1,273298, z: 0,1491248, rx: 17,12136, ry: 8,524981, rz: 1,135108, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,05788025, y: 1,275994, z: 0,1476526, rx: 16,90855, ry: 8,813448, rz: 1,44615, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,05706439, y: 1,278048, z: 0,1460003, rx: 16,61192, ry: 9,185826, rz: 1,686421, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,05527359, y: 1,280082, z: 0,1460673, rx: 16,34733, ry: 9,798373, rz: 2,196331, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,05485143, y: 1,280665, z: 0,1434671, rx: 15,54256, ry: 10,07374, rz: 3,023278, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,05355988, y: 1,283756, z: 0,1414409, rx: 15,32336, ry: 10,5667, rz: 3,875458, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,05209906, y: 1,28627, z: 0,1400794, rx: 14,35456, ry: 11,21912, rz: 4,826157, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,05041774, y: 1,288968, z: 0,1385884, rx: 13,10813, ry: 11,99282, rz: 5,806355, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,04877367, y: 1,292103, z: 0,1367901, rx: 11,67981, ry: 12,75438, rz: 6,623608, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,04695264, y: 1,295329, z: 0,1343129, rx: 10,38016, ry: 13,46566, rz: 7,253753, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,04502408, y: 1,298298, z: 0,1320708, rx: 9,106476, ry: 14,1467, rz: 7,72121, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,04284763, y: 1,301223, z: 0,1293129, rx: 7,924651, ry: 14,72684, rz: 7,89515, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,04128432, y: 1,304018, z: 0,1266057, rx: 6,740129, ry: 15,17117, rz: 7,943696, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,03968686, y: 1,306847, z: 0,1241544, rx: 5,394899, ry: 15,72891, rz: 7,901237, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,03821005, y: 1,309189, z: 0,1212892, rx: 4,050764, ry: 16,19434, rz: 7,533401, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,03697081, y: 1,311733, z: 0,1182252, rx: 2,810827, ry: 16,5597, rz: 6,973046, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,03592286, y: 1,314504, z: 0,1153153, rx: 1,575275, ry: 16,86526, rz: 6,475991, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,03503731, y: 1,316718, z: 0,1126135, rx: 0,2838049, ry: 17,01203, rz: 6,234265, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,0343321, y: 1,319066, z: 0,1097701, rx: 359,2244, ry: 16,99239, rz: 6,25263, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:38, x: 0,03468479, y: 1,321222, z: 0,1065562, rx: 358,2018, ry: 16,85065, rz: 6,792145, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03368323, y: 1,322119, z: 0,1049573, rx: 357,1684, ry: 17,08845, rz: 7,072441, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03369585, y: 1,322758, z: 0,1032445, rx: 356,1745, ry: 16,76867, rz: 7,108766, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03287002, y: 1,323689, z: 0,1013311, rx: 355,8943, ry: 16,59048, rz: 7,263909, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03294736, y: 1,323791, z: 0,1000047, rx: 355,5417, ry: 16,23275, rz: 7,505794, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03258257, y: 1,323966, z: 0,09862326, rx: 355,4516, ry: 15,90483, rz: 7,535363, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03228835, y: 1,323965, z: 0,09762681, rx: 355,5561, ry: 15,57899, rz: 7,492815, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03196377, y: 1,323749, z: 0,09671342, rx: 355,7204, ry: 15,26463, rz: 7,420578, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03148108, y: 1,323428, z: 0,09613604, rx: 356,1534, ry: 14,94036, rz: 7,23655, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,0312022, y: 1,324389, z: 0,09604564, rx: 356,1716, ry: 14,62979, rz: 6,842666, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,0311288, y: 1,32508, z: 0,09537434, rx: 356,3515, ry: 14,37308, rz: 6,66112, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03202098, y: 1,32597, z: 0,0946686, rx: 356,3535, ry: 14,2969, rz: 6,498125, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03231899, y: 1,327703, z: 0,0948948, rx: 356,014, ry: 14,64572, rz: 5,986598, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03313785, y: 1,328084, z: 0,09416885, rx: 356,022, ry: 14,78127, rz: 6,034215, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03309838, y: 1,327648, z: 0,09455299, rx: 356,0497, ry: 14,56782, rz: 6,044224, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03343058, y: 1,328124, z: 0,09436036, rx: 356,3795, ry: 14,31841, rz: 6,072148, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03418431, y: 1,328803, z: 0,09436526, rx: 356,5259, ry: 14,43028, rz: 6,198533, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03474111, y: 1,328336, z: 0,09438193, rx: 357,1413, ry: 14,85832, rz: 6,741287, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03540445, y: 1,326971, z: 0,09495871, rx: 357,6105, ry: 14,81874, rz: 7,022117, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03570128, y: 1,326562, z: 0,09461968, rx: 358,5877, ry: 14,86154, rz: 7,135156, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03585129, y: 1,326178, z: 0,09507502, rx: 359,2475, ry: 14,82067, rz: 6,655593, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03635111, y: 1,32551, z: 0,0955032, rx: 359,9738, ry: 14,97362, rz: 6,327854, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03748878, y: 1,3236, z: 0,09604482, rx: 0,6848246, ry: 15,13568, rz: 5,942744, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03774213, y: 1,322624, z: 0,09597245, rx: 1,595236, ry: 15,16536, rz: 5,408858, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03827006, y: 1,321793, z: 0,09596568, rx: 2,632104, ry: 15,11279, rz: 4,838809, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,03927428, y: 1,320239, z: 0,09603725, rx: 3,651985, ry: 15,03078, rz: 4,787564, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04079667, y: 1,319059, z: 0,09699301, rx: 4,006742, ry: 14,8887, rz: 4,475604, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04126322, y: 1,319198, z: 0,09798638, rx: 4,58793, ry: 15,37579, rz: 4,586018, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04184416, y: 1,31844, z: 0,09797704, rx: 5,088845, ry: 15,46089, rz: 4,496591, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,041954, y: 1,318779, z: 0,09869577, rx: 6,046572, ry: 15,54514, rz: 4,256911, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04331362, y: 1,318553, z: 0,09991401, rx: 5,918787, ry: 15,45124, rz: 4,332688, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04386893, y: 1,319796, z: 0,1010499, rx: 5,960516, ry: 15,56628, rz: 4,805192, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04366168, y: 1,319634, z: 0,1027152, rx: 5,95841, ry: 15,6768, rz: 5,675956, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04366316, y: 1,32093, z: 0,1032677, rx: 6,427279, ry: 15,38046, rz: 5,445615, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04399731, y: 1,321113, z: 0,1046979, rx: 6,790504, ry: 15,37474, rz: 5,724318, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04438911, y: 1,32059, z: 0,1051192, rx: 7,028977, ry: 15,17247, rz: 5,751946, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04455151, y: 1,319319, z: 0,1061015, rx: 7,141893, ry: 14,99578, rz: 5,535179, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04550007, y: 1,317235, z: 0,1069117, rx: 7,183631, ry: 14,53084, rz: 4,854216, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04536667, y: 1,316609, z: 0,1075497, rx: 7,377185, ry: 13,99294, rz: 4,154009, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04618045, y: 1,31575, z: 0,108074, rx: 7,459494, ry: 13,50489, rz: 3,972803, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04711142, y: 1,313763, z: 0,1087758, rx: 7,347374, ry: 13,22146, rz: 3,596165, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04758583, y: 1,311681, z: 0,1094336, rx: 7,564793, ry: 12,81986, rz: 2,691712, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04793659, y: 1,310966, z: 0,1101795, rx: 7,929266, ry: 12,4072, rz: 1,188254, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 15:03:39, x: 0,04792707, y: 1,311166, z: 0,1110056, rx: 7,874718, ry: 12,01855, rz: 0,1922937, instruction ID: 0, Game state: waiting for user to recenter
