Timestamp: 7-3-2024 13:41:35, x: 0, y: 0, z: 0, rx: 0, ry: 0, rz: 0, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7275339, y: 1,267446, z: -0,6136227, rx: 14,59892, ry: 89,31961, rz: 357,3016, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7320377, y: 1,272063, z: -0,6145548, rx: 14,2132, ry: 90,53116, rz: 359,0874, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7327108, y: 1,272532, z: -0,6139795, rx: 14,45466, ry: 90,41367, rz: 358,7794, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7333961, y: 1,272096, z: -0,6140568, rx: 14,45701, ry: 90,34238, rz: 358,4976, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7334384, y: 1,271511, z: -0,6139472, rx: 14,40579, ry: 90,36681, rz: 358,4715, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7343379, y: 1,27147, z: -0,6140338, rx: 14,38396, ry: 90,28259, rz: 358,5858, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7349975, y: 1,271336, z: -0,6141325, rx: 14,45486, ry: 90,14555, rz: 358,832, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7351513, y: 1,271507, z: -0,613502, rx: 14,51859, ry: 90,24548, rz: 358,9324, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7362462, y: 1,271937, z: -0,6131225, rx: 14,93324, ry: 89,95066, rz: 358,777, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7365914, y: 1,272152, z: -0,6129357, rx: 15,30671, ry: 89,81008, rz: 358,6137, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7362714, y: 1,271269, z: -0,6127983, rx: 15,51918, ry: 89,62424, rz: 357,9918, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7364734, y: 1,270907, z: -0,6133069, rx: 15,63401, ry: 89,27344, rz: 357,8837, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7368155, y: 1,270421, z: -0,6135378, rx: 15,96563, ry: 89,08843, rz: 357,4929, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7368501, y: 1,26939, z: -0,6141605, rx: 16,19026, ry: 88,92306, rz: 357,1079, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7349502, y: 1,267007, z: -0,6142365, rx: 16,35859, ry: 89,12695, rz: 356,8759, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7354765, y: 1,267901, z: -0,6139321, rx: 16,65188, ry: 89,52391, rz: 356,648, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7366458, y: 1,267725, z: -0,6162029, rx: 16,90153, ry: 89,68349, rz: 356,9522, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7367219, y: 1,267816, z: -0,6163114, rx: 17,27175, ry: 90,03752, rz: 356,6397, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7365591, y: 1,267632, z: -0,616659, rx: 17,40346, ry: 90,24744, rz: 356,7922, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7334337, y: 1,267407, z: -0,6167974, rx: 17,91235, ry: 89,82442, rz: 356,8231, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7368805, y: 1,270911, z: -0,6171243, rx: 18,29319, ry: 89,9101, rz: 356,8606, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7323719, y: 1,263357, z: -0,6168436, rx: 16,88314, ry: 89,35599, rz: 357,3221, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7363214, y: 1,267476, z: -0,6166326, rx: 17,11562, ry: 89,97575, rz: 357,0542, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7362228, y: 1,267368, z: -0,6165236, rx: 16,63294, ry: 88,70553, rz: 357,0394, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7364334, y: 1,267603, z: -0,6161346, rx: 16,47231, ry: 88,91418, rz: 357,0526, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7364101, y: 1,26788, z: -0,6160808, rx: 16,35282, ry: 88,76496, rz: 357,4494, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7365252, y: 1,268238, z: -0,6159139, rx: 16,44784, ry: 88,72913, rz: 357,6685, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7362294, y: 1,268438, z: -0,6158454, rx: 16,84065, ry: 88,58094, rz: 357,6663, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7365524, y: 1,268465, z: -0,6157736, rx: 16,50116, ry: 88,8981, rz: 358,0233, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7367781, y: 1,268663, z: -0,6157409, rx: 16,18187, ry: 89,17776, rz: 358,1749, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7369097, y: 1,269017, z: -0,615765, rx: 16,03376, ry: 89,2133, rz: 358,3506, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7372479, y: 1,269168, z: -0,6157067, rx: 16,11752, ry: 89,03255, rz: 358,4424, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7380817, y: 1,269604, z: -0,6153136, rx: 16,35941, ry: 89,08849, rz: 358,532, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7381419, y: 1,26924, z: -0,6150457, rx: 16,23709, ry: 88,93803, rz: 358,537, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7384998, y: 1,26945, z: -0,6147854, rx: 16,22404, ry: 88,83146, rz: 358,5948, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7385502, y: 1,269755, z: -0,614477, rx: 16,15868, ry: 88,78132, rz: 358,582, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7385485, y: 1,270011, z: -0,6144767, rx: 16,04147, ry: 88,8021, rz: 358,5865, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7387849, y: 1,270105, z: -0,6143628, rx: 15,93437, ry: 88,89424, rz: 358,5817, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7387475, y: 1,270192, z: -0,6144615, rx: 15,81297, ry: 88,89681, rz: 358,6746, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,738842, y: 1,270218, z: -0,6145844, rx: 15,8437, ry: 89,09026, rz: 358,5797, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7390575, y: 1,270277, z: -0,6147381, rx: 15,82564, ry: 89,2436, rz: 358,7257, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7392814, y: 1,270501, z: -0,6149582, rx: 15,78427, ry: 89,49429, rz: 358,9021, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7393852, y: 1,270622, z: -0,6151849, rx: 15,66953, ry: 89,53355, rz: 359,0073, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,739463, y: 1,270665, z: -0,6152617, rx: 15,65724, ry: 89,53861, rz: 358,9663, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7397484, y: 1,270592, z: -0,6152209, rx: 15,9115, ry: 89,36404, rz: 358,8029, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7402542, y: 1,270478, z: -0,6151371, rx: 16,17753, ry: 89,11233, rz: 358,6161, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:36, x: -0,7420937, y: 1,270427, z: -0,6154915, rx: 16,5345, ry: 88,9942, rz: 358,2754, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7418181, y: 1,270565, z: -0,6144369, rx: 16,91619, ry: 89,0976, rz: 357,755, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7420936, y: 1,271585, z: -0,6152698, rx: 17,08434, ry: 88,93664, rz: 357,8882, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7423036, y: 1,271798, z: -0,6152739, rx: 16,85645, ry: 89,16103, rz: 358,3375, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7424057, y: 1,271926, z: -0,6147645, rx: 16,50461, ry: 89,35039, rz: 358,5421, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7421414, y: 1,272462, z: -0,6142088, rx: 16,13998, ry: 89,61519, rz: 358,7059, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,741739, y: 1,272704, z: -0,6138074, rx: 15,57797, ry: 89,70822, rz: 359,0514, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7417204, y: 1,273164, z: -0,6130467, rx: 15,13876, ry: 89,62201, rz: 359,041, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7422498, y: 1,27374, z: -0,6128539, rx: 14,93412, ry: 89,47623, rz: 358,979, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7430665, y: 1,273894, z: -0,6132354, rx: 14,6116, ry: 89,03329, rz: 358,7273, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7434022, y: 1,274991, z: -0,6125342, rx: 15,02258, ry: 88,91093, rz: 358,5755, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7434737, y: 1,274563, z: -0,6125013, rx: 14,96631, ry: 88,8066, rz: 358,2847, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7438761, y: 1,274077, z: -0,6123095, rx: 14,9558, ry: 88,8324, rz: 358,1172, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7443531, y: 1,274338, z: -0,6124037, rx: 14,98479, ry: 88,89515, rz: 358,3037, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7447571, y: 1,274404, z: -0,6124054, rx: 15,0346, ry: 89,09921, rz: 358,4167, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7481502, y: 1,280107, z: -0,6127946, rx: 16,38436, ry: 88,93328, rz: 358,537, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7455735, y: 1,275367, z: -0,6136397, rx: 15,45224, ry: 89,08868, rz: 358,8565, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7450635, y: 1,273937, z: -0,6122963, rx: 13,67395, ry: 89,28056, rz: 358,3927, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,745115, y: 1,274, z: -0,6124561, rx: 15,73785, ry: 88,62549, rz: 358,0732, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7452239, y: 1,273926, z: -0,6122072, rx: 15,72122, ry: 88,3709, rz: 357,9592, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7452532, y: 1,273719, z: -0,6119776, rx: 15,22917, ry: 88,30657, rz: 357,5615, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,745275, y: 1,273438, z: -0,6118492, rx: 15,32831, ry: 88,03751, rz: 357,3456, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7450923, y: 1,272867, z: -0,6117824, rx: 15,01642, ry: 87,98662, rz: 357,3408, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7454974, y: 1,272774, z: -0,6118187, rx: 15,07933, ry: 87,77399, rz: 357,3857, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,746217, y: 1,27218, z: -0,6116951, rx: 15,1402, ry: 87,68258, rz: 357,1533, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7468516, y: 1,272141, z: -0,6117148, rx: 15,41256, ry: 87,70624, rz: 357,1989, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7482939, y: 1,273441, z: -0,6116466, rx: 15,75956, ry: 87,72287, rz: 357,3786, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7476052, y: 1,272442, z: -0,6115081, rx: 15,89629, ry: 87,8319, rz: 357,7803, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,748277, y: 1,271976, z: -0,6112159, rx: 15,9356, ry: 88,06852, rz: 358,0616, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7486034, y: 1,27132, z: -0,6107002, rx: 15,98977, ry: 88,05807, rz: 358,0819, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7492094, y: 1,271654, z: -0,6106035, rx: 16,18134, ry: 87,89397, rz: 358,1762, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7492432, y: 1,271623, z: -0,6104224, rx: 16,10627, ry: 87,63182, rz: 358,2722, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7494625, y: 1,27158, z: -0,6101294, rx: 15,95782, ry: 87,37053, rz: 358,2442, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7497075, y: 1,271748, z: -0,6096658, rx: 15,90616, ry: 87,26312, rz: 358,0593, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7498603, y: 1,272165, z: -0,6094334, rx: 15,91177, ry: 87,27506, rz: 358,0358, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7499565, y: 1,272441, z: -0,6096181, rx: 15,82483, ry: 87,4385, rz: 358,1191, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7502161, y: 1,272591, z: -0,6098894, rx: 15,91281, ry: 87,67667, rz: 358,1508, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7504972, y: 1,273162, z: -0,6098326, rx: 16,05461, ry: 88,22665, rz: 358,148, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7504964, y: 1,273326, z: -0,6092227, rx: 16,14214, ry: 88,86495, rz: 358,145, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,750589, y: 1,272874, z: -0,6098919, rx: 16,05326, ry: 89,10509, rz: 358,0383, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7511097, y: 1,27371, z: -0,6100966, rx: 16,12985, ry: 89,42133, rz: 358,1589, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7520013, y: 1,273461, z: -0,6109989, rx: 16,10674, ry: 89,32059, rz: 357,9369, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7523513, y: 1,27419, z: -0,6108012, rx: 16,4765, ry: 89,16322, rz: 357,6636, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7524177, y: 1,274132, z: -0,6105963, rx: 16,4712, ry: 89,13261, rz: 357,2228, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7520522, y: 1,274284, z: -0,6107239, rx: 16,42052, ry: 89,17338, rz: 357,1877, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,752617, y: 1,27437, z: -0,6107105, rx: 16,42801, ry: 89,27916, rz: 356,8929, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7525242, y: 1,274452, z: -0,6105697, rx: 16,03303, ry: 89,29712, rz: 356,7859, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7523845, y: 1,274956, z: -0,6105924, rx: 16,17446, ry: 89,29855, rz: 356,6111, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,752139, y: 1,275202, z: -0,610624, rx: 15,89874, ry: 89,46066, rz: 356,6866, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7510904, y: 1,275548, z: -0,6110522, rx: 15,86478, ry: 89,58002, rz: 357,0804, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7517534, y: 1,275486, z: -0,6112043, rx: 15,52973, ry: 89,86406, rz: 357,4145, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7517806, y: 1,275707, z: -0,6109702, rx: 15,48145, ry: 89,81026, rz: 357,373, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7514132, y: 1,276117, z: -0,6108612, rx: 15,36859, ry: 89,81427, rz: 357,4515, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7518852, y: 1,276073, z: -0,6108735, rx: 15,37697, ry: 89,68465, rz: 357,4963, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7516501, y: 1,27627, z: -0,6109243, rx: 15,25171, ry: 89,59955, rz: 357,4778, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,751358, y: 1,276351, z: -0,6106523, rx: 14,99512, ry: 89,42249, rz: 357,4859, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7513193, y: 1,276663, z: -0,6104508, rx: 14,92264, ry: 89,13078, rz: 357,511, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7509931, y: 1,277141, z: -0,6101901, rx: 14,81553, ry: 89,10372, rz: 357,302, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7505152, y: 1,27719, z: -0,6103446, rx: 14,52378, ry: 89,06844, rz: 357,4186, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7510163, y: 1,2783, z: -0,6110604, rx: 14,1942, ry: 88,84952, rz: 357,6032, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7501357, y: 1,278982, z: -0,6099454, rx: 14,2459, ry: 89,13048, rz: 357,7762, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,749515, y: 1,27857, z: -0,6096385, rx: 13,75016, ry: 89,14362, rz: 358,1451, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7493101, y: 1,279143, z: -0,6099824, rx: 13,52703, ry: 89,23172, rz: 358,7006, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7489997, y: 1,279273, z: -0,6094179, rx: 13,14915, ry: 89,12524, rz: 359,0463, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7482711, y: 1,279889, z: -0,6086674, rx: 12,96141, ry: 88,96819, rz: 358,7462, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7479115, y: 1,27984, z: -0,6084909, rx: 12,59728, ry: 88,88253, rz: 358,8985, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7468035, y: 1,280241, z: -0,6079438, rx: 12,59722, ry: 88,53798, rz: 359,1188, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7478248, y: 1,280385, z: -0,6078064, rx: 12,54753, ry: 88,31723, rz: 358,9716, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7476705, y: 1,280517, z: -0,6079639, rx: 12,59773, ry: 88,14417, rz: 358,8217, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7478219, y: 1,280428, z: -0,6078431, rx: 12,78623, ry: 88,16305, rz: 358,5826, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7475483, y: 1,280555, z: -0,6075678, rx: 12,90089, ry: 88,13833, rz: 358,4588, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7475312, y: 1,280454, z: -0,6074814, rx: 12,91144, ry: 88,16996, rz: 358,4143, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:37, x: -0,7474325, y: 1,280537, z: -0,6075625, rx: 12,79554, ry: 88,24219, rz: 358,6509, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:38, x: -0,747337, y: 1,28077, z: -0,6076773, rx: 12,61168, ry: 88,25666, rz: 358,8906, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:38, x: -0,7470164, y: 1,281039, z: -0,6080052, rx: 11,92407, ry: 88,39445, rz: 359,2632, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:38, x: -0,7470856, y: 1,281235, z: -0,6079557, rx: 12,79581, ry: 88,50692, rz: 358,781, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:38, x: -0,7469252, y: 1,280782, z: -0,6080181, rx: 12,73887, ry: 88,23867, rz: 358,5315, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:38, x: -0,7468086, y: 1,280424, z: -0,6082775, rx: 12,82313, ry: 88,16654, rz: 358,2338, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:38, x: -0,7466226, y: 1,280083, z: -0,6087523, rx: 12,75457, ry: 88,25522, rz: 357,9039, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:38, x: -0,7471071, y: 1,280098, z: -0,6096047, rx: 12,80252, ry: 88,47951, rz: 357,8689, instruction ID: 0, Game state: waiting for user to recenter
Timestamp: 7-3-2024 13:41:38, x: -0,7470114, y: 1,279918, z: -0,6101143, rx: 12,64312, ry: 88,58134, rz: 357,8805, instruction ID: 0, Game state: waiting for user to recenter
